image,text
data/ocr_india/images/plate_000972.jpg,GJ36XVTD
data/ocr_india/images/plate_000973.jpg,AP58EOLT
data/ocr_india/images/plate_000974.jpg,WB99LUPL
data/ocr_india/images/plate_000975.jpg,UP63XU2674
data/ocr_india/images/plate_000976.jpg,DN2G9KD2265
data/ocr_india/images/plate_000977.jpg,PY22MP5899
data/ocr_india/images/plate_000978.jpg,GA54TQTP
data/ocr_india/images/plate_000979.jpg,KL97DI1286
data/ocr_india/images/plate_000980.jpg,DN52JQ4955
data/ocr_india/images/plate_000981.jpg,GA2C0ZI3403
data/ocr_india/images/plate_000982.jpg,UK81ZQ3993
data/ocr_india/images/plate_000983.jpg,MZ76SV2941
data/ocr_india/images/plate_000984.jpg,BR00DRJY
data/ocr_india/images/plate_000985.jpg,LD01MHOH
data/ocr_india/images/plate_000986.jpg,BR41XNPH
data/ocr_india/images/plate_000987.jpg,GJ32EVQT
data/ocr_india/images/plate_000988.jpg,KA93WV1134
data/ocr_india/images/plate_000989.jpg,MH86IMUQ
data/ocr_india/images/plate_000990.jpg,MP09ZXII
data/ocr_india/images/plate_000991.jpg,OD75CL2049
data/ocr_india/images/plate_000992.jpg,DN61AHAT
data/ocr_india/images/plate_000993.jpg,TN9D4CM5538
data/ocr_india/images/plate_000994.jpg,NL25ZRFR
data/ocr_india/images/plate_000995.jpg,OD41YGUW
data/ocr_india/images/plate_000996.jpg,DN1I9XU9144
data/ocr_india/images/plate_000997.jpg,HR83CA8522
data/ocr_india/images/plate_000998.jpg,LA45VU2081
data/ocr_india/images/plate_000999.jpg,PB86FELN
data/ocr_india/images/plate_001000.jpg,HR09KTDV
data/ocr_india/images/plate_001001.jpg,BR4L7MO0985
data/ocr_india/images/plate_001002.jpg,WB65FC0793
data/ocr_india/images/plate_001003.jpg,GA58IC1564
data/ocr_india/images/plate_001004.jpg,SK04BUPU
data/ocr_india/images/plate_001005.jpg,PY52LH9383
data/ocr_india/images/plate_001006.jpg,LA67XD6522
data/ocr_india/images/plate_001007.jpg,WB12AMSW
data/ocr_india/images/plate_001008.jpg,RJ7M0GI5696
data/ocr_india/images/plate_001009.jpg,KL43OTLM
data/ocr_india/images/plate_001010.jpg,MN23UP6025
data/ocr_india/images/plate_001011.jpg,DN12ATIO
data/ocr_india/images/plate_001012.jpg,DD7I3UC0932
data/ocr_india/images/plate_001013.jpg,MZ9I5FE2132
data/ocr_india/images/plate_001014.jpg,MP24BPPJ
data/ocr_india/images/plate_001015.jpg,HP1P6TS6768
data/ocr_india/images/plate_001016.jpg,DL23CE0715
data/ocr_india/images/plate_001017.jpg,DN43GCWW
data/ocr_india/images/plate_001018.jpg,TS43SQYB
data/ocr_india/images/plate_001019.jpg,GJ2F9YM9795
data/ocr_india/images/plate_001020.jpg,MP41QEQM
data/ocr_india/images/plate_001021.jpg,MN1Q3NX6229
data/ocr_india/images/plate_001022.jpg,GJ4O1GM0011
data/ocr_india/images/plate_001023.jpg,DN3F6DH2288
data/ocr_india/images/plate_001024.jpg,MZ8J4NZ4269
data/ocr_india/images/plate_001025.jpg,DN42ZZ4820
data/ocr_india/images/plate_001026.jpg,CH4S4XY0511
data/ocr_india/images/plate_001027.jpg,GJ07MI5665
data/ocr_india/images/plate_001028.jpg,MZ63UF7960
data/ocr_india/images/plate_001029.jpg,AS04OI2324
data/ocr_india/images/plate_001030.jpg,AR34UE0178
data/ocr_india/images/plate_001031.jpg,TN85BB8554
data/ocr_india/images/plate_001032.jpg,DD67KH7189
data/ocr_india/images/plate_001033.jpg,MN0E2XJ1232
data/ocr_india/images/plate_001034.jpg,TR35DJ0981
data/ocr_india/images/plate_001035.jpg,AS26UWOH
data/ocr_india/images/plate_001036.jpg,HP13MBQE
data/ocr_india/images/plate_001037.jpg,PY69PT7156
data/ocr_india/images/plate_001038.jpg,SK77ER4927
data/ocr_india/images/plate_001039.jpg,MZ6V0MH0303
data/ocr_india/images/plate_001040.jpg,MP89VZAZ
data/ocr_india/images/plate_001041.jpg,HP66NPYZ
data/ocr_india/images/plate_001042.jpg,KA71EKCE
data/ocr_india/images/plate_001043.jpg,MP3N5BI1282
data/ocr_india/images/plate_001044.jpg,MZ58VN0156
data/ocr_india/images/plate_001045.jpg,TN2X9UZ3367
data/ocr_india/images/plate_001046.jpg,JK4K8PA9355
data/ocr_india/images/plate_001047.jpg,KA87BH5700
data/ocr_india/images/plate_001048.jpg,AP2F4UV7090
data/ocr_india/images/plate_001049.jpg,HP4L8BM3322
data/ocr_india/images/plate_001050.jpg,PB4Z0AJ8746
data/ocr_india/images/plate_001051.jpg,ML71XWAA
data/ocr_india/images/plate_001052.jpg,PB11FW1532
data/ocr_india/images/plate_001053.jpg,DD96UHUP
data/ocr_india/images/plate_001054.jpg,TR4I5CT5191
data/ocr_india/images/plate_001055.jpg,UP19KNPG
data/ocr_india/images/plate_001056.jpg,LD0I3LH5446
data/ocr_india/images/plate_001057.jpg,HR02KZSA
data/ocr_india/images/plate_001058.jpg,ML02BVZD
data/ocr_india/images/plate_001059.jpg,JK24KA2118
data/ocr_india/images/plate_001060.jpg,DN1X9NS0870
data/ocr_india/images/plate_001061.jpg,TR10PA6178
data/ocr_india/images/plate_001062.jpg,KL76YSKG
data/ocr_india/images/plate_001063.jpg,KL47IU4427
data/ocr_india/images/plate_001064.jpg,DD31XC4534
data/ocr_india/images/plate_001065.jpg,CG9R4EK9060
data/ocr_india/images/plate_001066.jpg,GJ9D6CN5550
data/ocr_india/images/plate_001067.jpg,ML97QKOF
data/ocr_india/images/plate_001068.jpg,UK93XF9349
data/ocr_india/images/plate_001069.jpg,TS74ZCXQ
data/ocr_india/images/plate_001070.jpg,UK1W7LU1120
data/ocr_india/images/plate_001071.jpg,RJ47HQ9821
data/ocr_india/images/plate_001072.jpg,KL07VLGV
data/ocr_india/images/plate_001073.jpg,SK83GGOI
data/ocr_india/images/plate_001074.jpg,NL5F5TX8984
data/ocr_india/images/plate_001075.jpg,NL70GR5784
data/ocr_india/images/plate_001076.jpg,PB48MZLE
data/ocr_india/images/plate_001077.jpg,PB2J2EB9472
data/ocr_india/images/plate_001078.jpg,JK77GG2082
data/ocr_india/images/plate_001079.jpg,KA1P3EU5814
data/ocr_india/images/plate_001080.jpg,SK57WDBD
data/ocr_india/images/plate_001081.jpg,WB40XFSA
data/ocr_india/images/plate_001082.jpg,HP4N8VI5102
data/ocr_india/images/plate_001083.jpg,DN63XL5188
data/ocr_india/images/plate_001084.jpg,KL13NRTF
data/ocr_india/images/plate_001085.jpg,KL69XTVL
data/ocr_india/images/plate_001086.jpg,LA02RUWR
data/ocr_india/images/plate_001087.jpg,ML01EBFX
data/ocr_india/images/plate_001088.jpg,LD87SHXR
data/ocr_india/images/plate_001089.jpg,DN0S1WX7903
data/ocr_india/images/plate_001090.jpg,LA54NPYJ
data/ocr_india/images/plate_001091.jpg,MN50PR2167
data/ocr_india/images/plate_001092.jpg,AR51YF3726
data/ocr_india/images/plate_001093.jpg,AP45IF7483
data/ocr_india/images/plate_001094.jpg,BR75DCSJ
data/ocr_india/images/plate_001095.jpg,DL86IKKR
data/ocr_india/images/plate_001096.jpg,ML8P9MZ0278
data/ocr_india/images/plate_001097.jpg,DN91FYXQ
data/ocr_india/images/plate_001098.jpg,MH20PH6131
data/ocr_india/images/plate_001099.jpg,JH6Q0SL3221
data/ocr_india/images/plate_001100.jpg,DN44MS2700
data/ocr_india/images/plate_001101.jpg,GJ08DT0628
data/ocr_india/images/plate_001102.jpg,DD6M4XK6402
data/ocr_india/images/plate_001103.jpg,AR3L5BZ8675
data/ocr_india/images/plate_001104.jpg,GA10EUJT
data/ocr_india/images/plate_001105.jpg,PB48WGQR
data/ocr_india/images/plate_001106.jpg,PY82VI8089
data/ocr_india/images/plate_001107.jpg,GA0B9ON8473
data/ocr_india/images/plate_001108.jpg,GA17IC1977
data/ocr_india/images/plate_001109.jpg,KA42MX9854
data/ocr_india/images/plate_001110.jpg,KA0M9JU4659
data/ocr_india/images/plate_001111.jpg,OD87FW7000
data/ocr_india/images/plate_001112.jpg,HR8G5AM0430
data/ocr_india/images/plate_001113.jpg,TS1X9WZ4252
data/ocr_india/images/plate_001114.jpg,OD05CTXI
data/ocr_india/images/plate_001115.jpg,TS09CE2845
data/ocr_india/images/plate_001116.jpg,TN75GVGZ
data/ocr_india/images/plate_001117.jpg,MP6X0UG2977
data/ocr_india/images/plate_001118.jpg,DN46STFP
data/ocr_india/images/plate_001119.jpg,JH4N2UY4559
data/ocr_india/images/plate_001120.jpg,MZ41XMEI
data/ocr_india/images/plate_001121.jpg,RJ1Z8AD9700
data/ocr_india/images/plate_001122.jpg,LD32JE9533
data/ocr_india/images/plate_001123.jpg,LD5I2BR0236
data/ocr_india/images/plate_001124.jpg,PB0Z9QC0940
data/ocr_india/images/plate_001125.jpg,RJ95EWJI
data/ocr_india/images/plate_001126.jpg,MP63RN7982
data/ocr_india/images/plate_001127.jpg,CH4F4GT3552
data/ocr_india/images/plate_001128.jpg,DD1U2DD8219
data/ocr_india/images/plate_001129.jpg,AR61WUCJ
data/ocr_india/images/plate_001130.jpg,TS74ZG9070
data/ocr_india/images/plate_001131.jpg,JH95XZHC
data/ocr_india/images/plate_001132.jpg,MH9N6BQ9645
data/ocr_india/images/plate_001133.jpg,NL38VTUT
data/ocr_india/images/plate_001134.jpg,MP34HQ3716
data/ocr_india/images/plate_001135.jpg,NL90SU4479
data/ocr_india/images/plate_001136.jpg,MP2X6XM0645
data/ocr_india/images/plate_001137.jpg,LD25ZBNM
data/ocr_india/images/plate_001138.jpg,MZ12MN8098
data/ocr_india/images/plate_001139.jpg,JH75LO1686
data/ocr_india/images/plate_001140.jpg,TN18CPXZ
data/ocr_india/images/plate_001141.jpg,JK3T0GK3575
data/ocr_india/images/plate_001142.jpg,PY81KT7756
data/ocr_india/images/plate_001143.jpg,MP75BM3361
data/ocr_india/images/plate_001144.jpg,AS72JH5349
data/ocr_india/images/plate_001145.jpg,TR0P2QJ1618
data/ocr_india/images/plate_001146.jpg,MP81JKBQ
data/ocr_india/images/plate_001147.jpg,JK24DB6489
data/ocr_india/images/plate_001148.jpg,OD27JYKW
data/ocr_india/images/plate_001149.jpg,SK35VQZY
data/ocr_india/images/plate_001150.jpg,AP34XGNE
data/ocr_india/images/plate_001151.jpg,DN2H6XA0615
data/ocr_india/images/plate_001152.jpg,HP9S1WK4685
data/ocr_india/images/plate_001153.jpg,TS64CTZW
data/ocr_india/images/plate_001154.jpg,TN98KS4411
data/ocr_india/images/plate_001155.jpg,LA56WO8415
data/ocr_india/images/plate_001156.jpg,KA5U1XQ7933
data/ocr_india/images/plate_001157.jpg,DD3J9ZM7889
data/ocr_india/images/plate_001158.jpg,CG2O7HQ8112
data/ocr_india/images/plate_001159.jpg,KA4W5JW1579
data/ocr_india/images/plate_001160.jpg,ML6Q0ZH4681
data/ocr_india/images/plate_001161.jpg,MH5T7TQ9651
data/ocr_india/images/plate_001162.jpg,KL5Y1PE3998
data/ocr_india/images/plate_001163.jpg,NL2A5IX8912
data/ocr_india/images/plate_001164.jpg,CG27VKPU
data/ocr_india/images/plate_001165.jpg,AS7M2BY2957
data/ocr_india/images/plate_001166.jpg,CH00FG3564
data/ocr_india/images/plate_001167.jpg,PY6B1TX2421
data/ocr_india/images/plate_001168.jpg,MN72CV7252
data/ocr_india/images/plate_001169.jpg,KL9I2FN5376
data/ocr_india/images/plate_001170.jpg,DD53BW7557
data/ocr_india/images/plate_001171.jpg,MH4N2FM6047
data/ocr_india/images/plate_001172.jpg,HR10HJNZ
data/ocr_india/images/plate_001173.jpg,MZ73OTVY
data/ocr_india/images/plate_001174.jpg,HP42PW7306
data/ocr_india/images/plate_001175.jpg,DL2K7SE8128
data/ocr_india/images/plate_001176.jpg,MZ2G7ZT1258
data/ocr_india/images/plate_001177.jpg,PB04CO3201
data/ocr_india/images/plate_001178.jpg,JH7L6HD5008
data/ocr_india/images/plate_001179.jpg,DN65RJ0575
data/ocr_india/images/plate_001180.jpg,DD63WO1667
data/ocr_india/images/plate_001181.jpg,CG93ELGW
data/ocr_india/images/plate_001182.jpg,CG3A7LR0098
data/ocr_india/images/plate_001183.jpg,GJ9Z7QJ1652
data/ocr_india/images/plate_001184.jpg,LA01GI9434
data/ocr_india/images/plate_001185.jpg,AP6E2DF9684
data/ocr_india/images/plate_001186.jpg,DD54EUPH
data/ocr_india/images/plate_001187.jpg,DD01GJ9166
data/ocr_india/images/plate_001188.jpg,TR8N4QY6913
data/ocr_india/images/plate_001189.jpg,MP10EM8187
data/ocr_india/images/plate_001190.jpg,UP4A4UN6111
data/ocr_india/images/plate_001191.jpg,KL3V6LZ1068
data/ocr_india/images/plate_001192.jpg,UP2U9XN2012
data/ocr_india/images/plate_001193.jpg,MN7R2DM7308
data/ocr_india/images/plate_001194.jpg,NL0Y3CO8756
data/ocr_india/images/plate_001195.jpg,WB40YL5332
data/ocr_india/images/plate_001196.jpg,TR6F7WI3046
data/ocr_india/images/plate_001197.jpg,RJ1V9LF3307
data/ocr_india/images/plate_001198.jpg,AS25JR5210
data/ocr_india/images/plate_001199.jpg,JK84JE4368
data/ocr_india/images/plate_001200.jpg,WB03TCVQ
data/ocr_india/images/plate_001201.jpg,SK7J7NH6446
data/ocr_india/images/plate_001202.jpg,GA81TN2137
data/ocr_india/images/plate_001203.jpg,MH8K8XS9775
data/ocr_india/images/plate_001204.jpg,LA89SJ2520
data/ocr_india/images/plate_001205.jpg,LA6I1KO4158
data/ocr_india/images/plate_001206.jpg,AS0L0IR8061
data/ocr_india/images/plate_001207.jpg,TS57KUME
data/ocr_india/images/plate_001208.jpg,KA12XVPI
data/ocr_india/images/plate_001209.jpg,TS9T1UP2663
data/ocr_india/images/plate_001210.jpg,DN49KA0714
data/ocr_india/images/plate_001211.jpg,TS7O2BY6158
data/ocr_india/images/plate_001212.jpg,UK68EN3961
data/ocr_india/images/plate_001213.jpg,BR0J0WS1921
data/ocr_india/images/plate_001214.jpg,TS70RHYE
data/ocr_india/images/plate_001215.jpg,ML50JA5352
data/ocr_india/images/plate_001216.jpg,MH12ODBG
data/ocr_india/images/plate_001217.jpg,LA0I1PQ3444
data/ocr_india/images/plate_001218.jpg,HR16JODH
data/ocr_india/images/plate_001219.jpg,PY16WL6843
data/ocr_india/images/plate_001220.jpg,HP72ZWFB
data/ocr_india/images/plate_001221.jpg,GA49KM2044
data/ocr_india/images/plate_001222.jpg,MZ3X9UU1587
data/ocr_india/images/plate_001223.jpg,TN9J2EK1929
data/ocr_india/images/plate_001224.jpg,JK82KE5180
data/ocr_india/images/plate_001225.jpg,GJ68VH5201
data/ocr_india/images/plate_001226.jpg,MH81LTVM
data/ocr_india/images/plate_001227.jpg,KL28UK8805
data/ocr_india/images/plate_001228.jpg,JH4G8IK0003
data/ocr_india/images/plate_001229.jpg,RJ37QWPD
data/ocr_india/images/plate_001230.jpg,PY7A6RF8260
data/ocr_india/images/plate_001231.jpg,LD0V0TR9477
data/ocr_india/images/plate_001232.jpg,LA6L4EX9382
data/ocr_india/images/plate_001233.jpg,BR30JQZD
data/ocr_india/images/plate_001234.jpg,SK3M6JW2587
data/ocr_india/images/plate_001235.jpg,KA4K8VK6614
data/ocr_india/images/plate_001236.jpg,TR7H0AL9308
data/ocr_india/images/plate_001237.jpg,KA1S2FQ7658
data/ocr_india/images/plate_001238.jpg,LA04FD6579
data/ocr_india/images/plate_001239.jpg,PY99OB9129
data/ocr_india/images/plate_001240.jpg,MH12FJVV
data/ocr_india/images/plate_001241.jpg,UK29AWNJ
data/ocr_india/images/plate_001242.jpg,KL46MDOC
data/ocr_india/images/plate_001243.jpg,TR99LE9725
data/ocr_india/images/plate_001244.jpg,AP87KQUF
data/ocr_india/images/plate_001245.jpg,JH63IAGQ
data/ocr_india/images/plate_001246.jpg,PY9P4TQ5182
data/ocr_india/images/plate_001247.jpg,TS0X0UM1339
data/ocr_india/images/plate_001248.jpg,ML99QRFR
data/ocr_india/images/plate_001249.jpg,MZ72HSJH
data/ocr_india/images/plate_001250.jpg,WB6Q1VV8274
data/ocr_india/images/plate_001251.jpg,OD94OXBA
data/ocr_india/images/plate_001252.jpg,TR5S3EP0862
data/ocr_india/images/plate_001253.jpg,PY73FA6845
data/ocr_india/images/plate_001254.jpg,BR37VV0479
data/ocr_india/images/plate_001255.jpg,TS42ACJB
data/ocr_india/images/plate_001256.jpg,UP18YIIX
data/ocr_india/images/plate_001257.jpg,BR4P0RV7678
data/ocr_india/images/plate_001258.jpg,HR80JF3073
data/ocr_india/images/plate_001259.jpg,TR4Z0NR9720
data/ocr_india/images/plate_001260.jpg,CG5U1FV6863
data/ocr_india/images/plate_001261.jpg,DD0M1BN4191
data/ocr_india/images/plate_001262.jpg,KA20QG9414
data/ocr_india/images/plate_001263.jpg,RJ5L5PT3212
data/ocr_india/images/plate_001264.jpg,RJ5I2LH9200
data/ocr_india/images/plate_001265.jpg,OD7O9SP8399
data/ocr_india/images/plate_001266.jpg,HR31WC1107
data/ocr_india/images/plate_001267.jpg,HR1W3BD5158
data/ocr_india/images/plate_001268.jpg,NL7F2IF4719
data/ocr_india/images/plate_001269.jpg,TS03KT9603
data/ocr_india/images/plate_001270.jpg,AS04NTCW
data/ocr_india/images/plate_001271.jpg,AS0F5MY9343
data/ocr_india/images/plate_001272.jpg,HP56RM7574
data/ocr_india/images/plate_001273.jpg,DN3F4FH8121
data/ocr_india/images/plate_001274.jpg,MZ55BX4049
data/ocr_india/images/plate_001275.jpg,LD9V6BL0013
data/ocr_india/images/plate_001276.jpg,MP94RV3852
data/ocr_india/images/plate_001277.jpg,MP2F3KI8740
data/ocr_india/images/plate_001278.jpg,MZ68VG3209
data/ocr_india/images/plate_001279.jpg,UP6F1JP4841
data/ocr_india/images/plate_001280.jpg,LA52FGIZ
data/ocr_india/images/plate_001281.jpg,HP9J7BE5872
data/ocr_india/images/plate_001282.jpg,TN66TPAB
data/ocr_india/images/plate_001283.jpg,DL81RTHW
data/ocr_india/images/plate_001284.jpg,GJ09UWUE
data/ocr_india/images/plate_001285.jpg,OD83CUOQ
data/ocr_india/images/plate_001286.jpg,LA84UGTN
data/ocr_india/images/plate_001287.jpg,DL62YLCG
data/ocr_india/images/plate_001288.jpg,GA18FBQP
data/ocr_india/images/plate_001289.jpg,GJ5Z0MV2862
data/ocr_india/images/plate_001290.jpg,LA37MLZX
data/ocr_india/images/plate_001291.jpg,TN6V4AF9247
data/ocr_india/images/plate_001292.jpg,CH09TMJH
data/ocr_india/images/plate_001293.jpg,KA22AJIJ
data/ocr_india/images/plate_001294.jpg,NL4U6IJ5966
data/ocr_india/images/plate_001295.jpg,GJ18MQ5932
data/ocr_india/images/plate_001296.jpg,BR58ZM3598
data/ocr_india/images/plate_001297.jpg,PY31WS3775
data/ocr_india/images/plate_001298.jpg,AR72OYSJ
data/ocr_india/images/plate_001299.jpg,MZ5T5DY3706
data/ocr_india/images/plate_001300.jpg,TS2Y6NN5474
data/ocr_india/images/plate_001301.jpg,GJ58YUSK
data/ocr_india/images/plate_001302.jpg,MH9M8ZV4816
data/ocr_india/images/plate_001303.jpg,KL47GJ0220
data/ocr_india/images/plate_001304.jpg,HR87BVYH
data/ocr_india/images/plate_001305.jpg,UP5U5SU5212
data/ocr_india/images/plate_001306.jpg,JH19SV6184
data/ocr_india/images/plate_001307.jpg,SK57FTLV
data/ocr_india/images/plate_001308.jpg,JH89IP6357
data/ocr_india/images/plate_001309.jpg,PB54FPSY
data/ocr_india/images/plate_001310.jpg,UP6Y6VD4659
data/ocr_india/images/plate_001311.jpg,CG17UA4948
data/ocr_india/images/plate_001312.jpg,TS8G8ZC9551
data/ocr_india/images/plate_001313.jpg,OD6Y8UN0312
data/ocr_india/images/plate_001314.jpg,UP52ND5973
data/ocr_india/images/plate_001315.jpg,UK73IT4756
data/ocr_india/images/plate_001316.jpg,OD1G0EU8724
data/ocr_india/images/plate_001317.jpg,KL81MD8484
data/ocr_india/images/plate_001318.jpg,CH53FJLZ
data/ocr_india/images/plate_001319.jpg,LD74OIXB
data/ocr_india/images/plate_001320.jpg,UP37OY7613
data/ocr_india/images/plate_001321.jpg,NL29UK3356
data/ocr_india/images/plate_001322.jpg,OD50WI1823
data/ocr_india/images/plate_001323.jpg,RJ97VEZU
data/ocr_india/images/plate_001324.jpg,AS48ICGD
data/ocr_india/images/plate_001325.jpg,TR4P5EM6758
data/ocr_india/images/plate_001326.jpg,DN3N0OI9513
data/ocr_india/images/plate_001327.jpg,DN81HQWP
data/ocr_india/images/plate_001328.jpg,UP3C9KC7454
data/ocr_india/images/plate_001329.jpg,LD7W1JG5305
data/ocr_india/images/plate_001330.jpg,TR72DLQP
data/ocr_india/images/plate_001331.jpg,ML5H0LW4249
data/ocr_india/images/plate_001332.jpg,OD5Z8UJ4408
data/ocr_india/images/plate_001333.jpg,MH3K6EH0670
data/ocr_india/images/plate_001334.jpg,MH13PX3086
data/ocr_india/images/plate_001335.jpg,JH30GG5639
data/ocr_india/images/plate_001336.jpg,MH06IA6503
data/ocr_india/images/plate_001337.jpg,BR99DUQT
data/ocr_india/images/plate_001338.jpg,RJ4R2DK1174
data/ocr_india/images/plate_001339.jpg,PB43KHXJ
data/ocr_india/images/plate_001340.jpg,PY53IKJF
data/ocr_india/images/plate_001341.jpg,KL99QSLQ
data/ocr_india/images/plate_001342.jpg,DN98UGKT
data/ocr_india/images/plate_001343.jpg,PY35AA6646
data/ocr_india/images/plate_001344.jpg,UP34GL8750
data/ocr_india/images/plate_001345.jpg,CG7I9CR2517
data/ocr_india/images/plate_001346.jpg,MZ16NQ0736
data/ocr_india/images/plate_001347.jpg,DL34BDFA
data/ocr_india/images/plate_001348.jpg,DN82CH6042
data/ocr_india/images/plate_001349.jpg,AP60JYAB
data/ocr_india/images/plate_001350.jpg,CH9O8MH1488
data/ocr_india/images/plate_001351.jpg,UK59TB1893
data/ocr_india/images/plate_001352.jpg,MN81KTTZ
data/ocr_india/images/plate_001353.jpg,TR68AF1809
data/ocr_india/images/plate_001354.jpg,TR05XZGE
data/ocr_india/images/plate_001355.jpg,SK3W6QM0145
data/ocr_india/images/plate_001356.jpg,RJ79UXUX
data/ocr_india/images/plate_001357.jpg,PB68BM0895
data/ocr_india/images/plate_001358.jpg,GJ8O6TW6535
data/ocr_india/images/plate_001359.jpg,AS43KV3143
data/ocr_india/images/plate_001360.jpg,MH2R2PZ8744
data/ocr_india/images/plate_001361.jpg,GJ98WX1507
data/ocr_india/images/plate_001362.jpg,GJ04UI8316
data/ocr_india/images/plate_001363.jpg,DN50LN7729
data/ocr_india/images/plate_001364.jpg,AP1H7GQ6381
data/ocr_india/images/plate_001365.jpg,OD63IW0917
data/ocr_india/images/plate_001366.jpg,NL35OS8024
data/ocr_india/images/plate_001367.jpg,LA34LG8353
data/ocr_india/images/plate_001368.jpg,KA51UM5940
data/ocr_india/images/plate_001369.jpg,AR77ID4650
data/ocr_india/images/plate_001370.jpg,CG1I2GQ0879
data/ocr_india/images/plate_001371.jpg,TN2W2CW3908
data/ocr_india/images/plate_001372.jpg,UK9L7GI9113
data/ocr_india/images/plate_001373.jpg,TR4C0II7060
data/ocr_india/images/plate_001374.jpg,GJ0M6SH6981
data/ocr_india/images/plate_001375.jpg,PY07FT7092
data/ocr_india/images/plate_001376.jpg,UK22IZCH
data/ocr_india/images/plate_001377.jpg,JH10XGRQ
data/ocr_india/images/plate_001378.jpg,JH01FY3965
data/ocr_india/images/plate_001379.jpg,RJ30OV1808
data/ocr_india/images/plate_001380.jpg,ML13KKDO
data/ocr_india/images/plate_001381.jpg,RJ87QAKK
data/ocr_india/images/plate_001382.jpg,LA8Y2MH8260
data/ocr_india/images/plate_001383.jpg,KL27IASP
data/ocr_india/images/plate_001384.jpg,PB76RYYV
data/ocr_india/images/plate_001385.jpg,OD58SEOV
data/ocr_india/images/plate_001386.jpg,PB24FSRN
data/ocr_india/images/plate_001387.jpg,DN63ZDOS
data/ocr_india/images/plate_001388.jpg,GJ77MX4811
data/ocr_india/images/plate_001389.jpg,GJ0S8AB3094
data/ocr_india/images/plate_001390.jpg,KL4Z8GA8356
data/ocr_india/images/plate_001391.jpg,GA05MB4717
data/ocr_india/images/plate_001392.jpg,MP99JM0518
data/ocr_india/images/plate_001393.jpg,PB3B3GX6287
data/ocr_india/images/plate_001394.jpg,TR9H8CY2398
data/ocr_india/images/plate_001395.jpg,DN37MOJF
data/ocr_india/images/plate_001396.jpg,AP82SB2654
data/ocr_india/images/plate_001397.jpg,MZ12ME2558
data/ocr_india/images/plate_001398.jpg,GA52DSEC
data/ocr_india/images/plate_001399.jpg,TS27XDFS
data/ocr_india/images/plate_001400.jpg,AR17EYPG
data/ocr_india/images/plate_001401.jpg,HP4K6RJ4522
data/ocr_india/images/plate_001402.jpg,JH5K6JP7138
data/ocr_india/images/plate_001403.jpg,LA0I7WI6832
data/ocr_india/images/plate_001404.jpg,GA94ZISE
data/ocr_india/images/plate_001405.jpg,LA35YH4511
data/ocr_india/images/plate_001406.jpg,TN4P1MX5682
data/ocr_india/images/plate_001407.jpg,GA6W3LN9026
data/ocr_india/images/plate_001408.jpg,DN14JC7842
data/ocr_india/images/plate_001409.jpg,MH91SGSW
data/ocr_india/images/plate_001410.jpg,PY23YW5440
data/ocr_india/images/plate_001411.jpg,DN04ZXIB
data/ocr_india/images/plate_001412.jpg,AR02UKFM
data/ocr_india/images/plate_001413.jpg,GA9P5MG5617
data/ocr_india/images/plate_001414.jpg,TN04ZG3890
data/ocr_india/images/plate_001415.jpg,UP77FA7370
data/ocr_india/images/plate_001416.jpg,TN96SBFV
data/ocr_india/images/plate_001417.jpg,MZ55DPVI
data/ocr_india/images/plate_001418.jpg,UP0I4HC2055
data/ocr_india/images/plate_001419.jpg,PB63ER2229
data/ocr_india/images/plate_001420.jpg,TS07WKJA
data/ocr_india/images/plate_001421.jpg,UP15JP9440
data/ocr_india/images/plate_001422.jpg,AS88FQ7257
data/ocr_india/images/plate_001423.jpg,JH0X7LI7418
data/ocr_india/images/plate_001424.jpg,OD72IIJC
data/ocr_india/images/plate_001425.jpg,AR6V8ZR7004
data/ocr_india/images/plate_001426.jpg,UP88QB6286
data/ocr_india/images/plate_001427.jpg,KL8T8WO1020
data/ocr_india/images/plate_001428.jpg,NL98ZE3832
data/ocr_india/images/plate_001429.jpg,WB64IP1302
data/ocr_india/images/plate_001430.jpg,WB9V5BG5274
data/ocr_india/images/plate_001431.jpg,OD05FI8818
data/ocr_india/images/plate_001432.jpg,GJ24DSIE
data/ocr_india/images/plate_001433.jpg,TR37JFYB
data/ocr_india/images/plate_001434.jpg,BR41HR2816
data/ocr_india/images/plate_001435.jpg,OD67SZYT
data/ocr_india/images/plate_001436.jpg,UK5Z7TR0288
data/ocr_india/images/plate_001437.jpg,KL18FF0090
data/ocr_india/images/plate_001438.jpg,KL90HO5922
data/ocr_india/images/plate_001439.jpg,KA5S2QG9808
data/ocr_india/images/plate_001440.jpg,KA69XY9228
data/ocr_india/images/plate_001441.jpg,TN39UU3454
data/ocr_india/images/plate_001442.jpg,KL94VK4445
data/ocr_india/images/plate_001443.jpg,LA15KW4172
data/ocr_india/images/plate_001444.jpg,JK00XZ9945
data/ocr_india/images/plate_001445.jpg,JH84EDWJ
data/ocr_india/images/plate_001446.jpg,MZ5E1UN8009
data/ocr_india/images/plate_001447.jpg,PB3W1PS5274
data/ocr_india/images/plate_001448.jpg,AP74NR1255
data/ocr_india/images/plate_001449.jpg,DD12JO0164
data/ocr_india/images/plate_001450.jpg,NL39CSNB
data/ocr_india/images/plate_001451.jpg,LA05WN1246
data/ocr_india/images/plate_001452.jpg,MH65COUS
data/ocr_india/images/plate_001453.jpg,RJ82HBJT
